"road_id","road_name","road_type","urban_rural","onrc","seal_type","owner_type","total_km","lane_km","traffic","heavy","VKT","VKT_Heavy","adrc","maint","emergency","wol","geom_id"
273,"HILLCREST AVENUE","Local Authority","Urban","Access","Sealed","L",0.837,1.674,450,0.06,137621,8257,35619.83,6716.25,0,42336.08,331
274,"HILLSIDE TERRACE","Local Authority","Urban","Access","Sealed","L",0.264,0.528,91,0.04,8769,351,34224.83,8836.9,0,43061.73,332
274,"HILLSIDE TERRACE","Local Authority","Urban","Low Volume","Sealed","L",0.07,0.14,68,0.04,1737,69,8296.62,11949.02,0,20245.64,333
276,"HODSON STREET (BLENHEIM)","Local Authority","Urban","Secondary Collector","Sealed","L",0.157,0.314,400,0.06,22922,1375,15966.23,16586.96,0,32553.19,334
277,"HOLDAWAY STREET","Local Authority","Urban","Access","Sealed","L",0.273,0.546,870,0.06,86691,5201,13989.12,8067.37,0,22056.49,335
277,"HOLDAWAY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.192,0.384,58,0.04,4065,163,33158.21,8893.5,0,42051.71,336
278,"HORNE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.068,0.136,36,0.04,894,36,9784.81,31033,0,40817.81,337
279,"HORTON STREET","Local Authority","Urban","Access","Sealed","L",0.157,0.314,653,0.06,37420,2245,16557.03,13202.64,0,29759.67,338
280,"HOSPITAL ROAD","Local Authority","Urban","Access","Sealed","L",0.444,0.888,352,0.06,57045,3423,19018.63,3855.02,51.8,22873.65,339
280,"HOSPITAL ROAD","Local Authority","Urban","Primary Collector","Sealed","L",1.691,3.382,3608,0.05,2226912,111346,24438.88,7385.12,0,31824,340
281,"HOUGHTON CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.094,0.188,48,0.04,1647,66,18498.89,10819.71,0,29318.6,341
282,"HOULDSWORTH STREET","Local Authority","Urban","Access","Sealed","L",0.66,1.32,463,0.06,111553,6693,15070.1,7131.38,0,22201.48,342
283,"HOWICK ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.038,0.038,130,0.06,1803,108,8868.29,7340.7,0,16208.99,343
283,"HOWICK ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",2.104,4.208,1740,0.055,1335985,73418,27090.87,6876.55,8.08,33967.42,344
284,"HUTCHESON STREET","Local Authority","Urban","Arterial","Sealed","L",0.314,0.628,9796,0.058,1122764,65061,170297.72,69364.67,34.24,239662.39,345
284,"HUTCHESON STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.976,1.952,3597,0.05,1281467,64073,54926.15,11098.07,0,66024.22,346
285,"IDA STREET","Local Authority","Urban","Access","Sealed","L",0.297,0.594,352,0.06,38159,2290,23490.14,12013.59,0,35503.73,347
286,"JELLYMAN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.08,0.16,36,0.04,1051,42,20816.79,1415.5,0,22232.29,348
287,"JOHN STREET","Local Authority","Urban","Access","Sealed","L",0.231,0.462,70,0.04,5902,236,14686.21,7036.34,1713.29,21722.55,349
287,"JOHN STREET","Local Authority","Urban","Low Volume","Sealed","L",0.174,0.348,70,0.04,4446,178,15106.29,7941.82,0,23048.11,350
288,"JONES PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.081,0.162,36,0.04,1064,43,17187.34,5682.51,0,22869.85,351
289,"JULIAN STREET","Local Authority","Urban","Low Volume","Sealed","L",0.169,0.338,58,0.04,3578,143,9356.25,10655.68,0,20011.93,352
290,"KARINA CRESCENT","Local Authority","Urban","Access","Sealed","L",0.185,0.37,58,0.04,3916,157,18593.35,7400.04,0,25993.39,353
290,"KARINA CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.152,0.304,58,0.04,3218,129,10309.96,1297.78,0,11607.74,354
291,"KEISS STREET","Local Authority","Urban","Access","Sealed","L",0.322,0.644,196,0.055,23020,1273,30288.04,20202.53,0,50490.57,355
292,"KENDON STREET","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,45,0.04,1741,70,11849.35,17002.26,0,28851.61,356
293,"KILWORTH PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.174,0.348,82,0.04,5208,208,13340.95,10237.59,0,23578.54,357
294,"KIM CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.228,0.456,170,0.06,14147,849,15394.81,8039.54,0,23434.35,358
295,"KINGS LANE","Local Authority","Urban","Unknown","Sealed","L",0.093,0.093,112,0.06,3802,228,26100.47,441.06,0,26541.53,359
296,"KINGWELL DRIVE","Local Authority","Urban","Access","Sealed","L",0.6,1.2,926,0.06,202794,12168,13709.41,3850.31,0,17559.72,360
298,"KINLOCH CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.109,0.218,82,0.04,3262,130,18277.59,12389.63,0,30667.22,361
299,"KINROSS STREET","Local Authority","Urban","Access","Sealed","L",0.335,0.67,195,0.06,23821,1429,19291.87,6625.08,0,25916.95,362
299,"KINROSS STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.116,0.232,4059,0.05,171858,8593,34747.73,25136.57,0,59884.3,363
299,"KINROSS STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.755,1.51,1655,0.054,456138,24622,58131.38,19100.11,79.47,77231.49,364
300,"LAKINGS ROAD","Local Authority","Urban","Access","Sealed","L",0.36,0.72,646,0.06,84884,5093,16656.71,8753.87,0,25410.58,365
300,"LAKINGS ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",0.729,1.458,1613,0.06,429182,25751,16404.86,29456.67,0,45861.53,366
301,"LANE STREET","Local Authority","Urban","Access","Sealed","L",0.379,0.758,282,0.06,39010,2341,14367.48,7679.88,0,22047.36,367
302,"LAWRENCE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.052,0.104,29,0.04,550,22,23763.85,6250.69,0,30014.54,368
303,"LEE STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.669,1.338,3808,0.05,929797,46490,21221.5,12104.23,189.84,33325.73,369
304,"LEEFIELD STREET","Local Authority","Urban","Access","Sealed","L",0.475,0.95,352,0.06,61028,3662,15096.78,10015.19,10.53,25111.97,370
304,"LEEFIELD STREET","Local Authority","Urban","Low Volume","Sealed","L",0.101,0.202,94,0.04,3465,139,33302.82,6270.79,0,39573.61,371
305,"LEITRIM STREET","Local Authority","Urban","Access","Sealed","L",0.376,0.752,212,0.06,29095,1746,12191.55,8312.68,0,20504.23,372
306,"LEWIS STREET","Local Authority","Urban","Access","Sealed","L",0.173,0.346,130,0.06,8209,493,16953.35,8028.49,0,24981.84,373
306,"LEWIS STREET","Local Authority","Urban","Low Volume","Sealed","L",0.123,0.246,58,0.04,2604,104,30079.64,13167.12,0,43246.76,374
307,"LINTON STREET","Local Authority","Urban","Access","Sealed","L",0.244,0.488,176,0.06,15675,940,13488.25,11859.63,0,25347.88,375
308,"LITCHFIELD STREET","Local Authority","Urban","Access","Sealed","L",0.432,0.864,881,0.06,138916,8335,10832.82,6034.62,0,16867.44,376
308,"LITCHFIELD STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.308,0.616,352,0.06,39572,2374,15189.75,6246.66,0,21436.41,377
309,"LOGAN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.161,0.245,85,0.04,5010,200,14245.15,6693.6,0,20938.75,378
310,"LUCAS STREET","Local Authority","Urban","Access","Sealed","L",0.421,0.842,557,0.06,85591,5135,27247.89,2815.33,0,30063.22,379
310,"LUCAS STREET","Local Authority","Urban","Low Volume","Sealed","L",0.277,0.554,401,0.06,40543,2433,14744.31,9386.46,0,24130.77,380
311,"LYBSTER STREET","Local Authority","Urban","Access","Sealed","L",0.254,0.508,70,0.04,6490,260,15376.59,24864.71,0,40241.3,381
311,"LYBSTER STREET","Local Authority","Urban","Low Volume","Sealed","L",0.069,0.138,70,0.04,1763,71,13463.39,10504.73,0,23968.12,382
312,"LYNLEY CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.134,0.268,94,0.04,4598,184,15036.09,7708.95,0,22745.04,383
313,"MCARTNEY STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.323,0.607,417,0.06,49171,2950,15312.1,7828.86,0,23140.96,384
314,"MCCALLUM STREET","Local Authority","Urban","Access","Sealed","L",0.36,0.72,176,0.06,23126,1388,35536.61,11972.93,0,47509.54,385
315,"MCFARLANE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.103,0.206,53,0.04,1993,80,28714.43,22753.82,0,51468.25,386
316,"MCKENZIE STREET","Local Authority","Urban","Access","Sealed","L",0.433,0.866,226,0.06,35718,2143,15193.74,6904.49,0,22098.23,387
317,"MCKINLEY LANE","Local Authority","Urban","Low Volume","Sealed","L",0.114,0.228,36,0.04,1498,60,10230.21,3807.95,0,14038.16,388
318,"MCLAUCHLAN STREET","Local Authority","Urban","Secondary Collector","Sealed","L",1.12,2.24,3134,0.05,1281179,64059,26051.23,12317.03,13.62,38368.26,389
319,"MACEY CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.154,0.308,70,0.04,3935,157,34646.17,7611.43,0,42257.6,390
320,"MAIN STREET EAST","Local Authority","Urban","Low Volume","Sealed","L",0.144,0.288,45,0.04,2366,95,35433.96,30548.19,34.72,65982.15,391
321,"MAIN STREET WEST","Local Authority","Urban","Arterial","Sealed","L",0.294,0.588,7613,0.05,816959,40848,61217.63,28179.01,68.03,89396.64,392
322,"MANOR PLACE","Local Authority","Urban","Access","Sealed","L",0.12,0.24,94,0.04,4117,165,21094.79,11162.33,0,32257.12,393
323,"MANSON STREET","Local Authority","Urban","Low Volume","Sealed","L",0.222,0.444,70,0.04,5672,227,12350.86,7956.38,0,20307.24,394
324,"MARKET PLACE","Local Authority","Urban","Primary Collector","Sealed","L",0.057,0.114,4240,0.06,88213,5293,88355.15,43273.77,0,131628.92,395
325,"MARKET STREET NORTH","Local Authority","Urban","Primary Collector","Sealed","L",0.125,0.25,2797,0.05,127632,6382,96821.33,21034.2,0,117855.53,396
326,"MARKET STREET SOUTH","Local Authority","Urban","Primary Collector","Sealed","L",0.238,0.296,2276,0.055,197734,10866,126802.52,13096.4,0,139898.92,397
327,"MARSHALL PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.09,0.18,29,0.04,953,38,30653.26,13583.29,0,44236.55,398
328,"MARTIN TERRACE","Local Authority","Urban","Low Volume","Sealed","L",0.173,0.346,91,0.04,5746,230,11999.63,14065.56,0,26065.19,399
329,"MARY STREET","Local Authority","Urban","Access","Sealed","L",0.276,0.552,170,0.06,17126,1028,18645.25,12595.47,0,31240.72,400
330,"MAXWELL ROAD","Local Authority","Urban","Arterial","Sealed","L",2.688,5.376,7738,0.054,7592128,406715,56743.05,19127.59,25.11,75870.64,401
331,"MEACHEN CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.089,0.178,36,0.04,1169,47,11143.42,17312.7,0,28456.12,402
332,"MEEHAN STREET","Local Authority","Urban","Access","Sealed","L",0.042,0.084,170,0.06,2606,156,36237.65,27861.83,0,64099.48,403
332,"MEEHAN STREET","Local Authority","Urban","Low Volume","Sealed","L",0.384,0.768,170,0.06,23827,1430,14207.35,8734.63,0,22941.98,404
333,"MILFORD STREET","Local Authority","Urban","Access","Sealed","L",0.395,0.79,893,0.06,128748,7725,15377.3,8049.24,0,23426.54,405
335,"MITCHELL STREET","Local Authority","Urban","Low Volume","Sealed","L",0.302,0.604,170,0.06,18739,1124,12680.34,6878.99,0,19559.33,406
336,"MOANA CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.068,0.136,36,0.04,894,36,21490.3,18565.74,0,40056.04,407
337,"MOGRIDGE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.079,0.158,36,0.04,1038,42,18045.4,11106.8,0,29152.2,408
338,"MONRO STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.652,1.304,392,0.06,93331,5600,22073.35,15896.08,0,37969.43,409
338,"MONRO STREET (BLENHEIM)","Local Authority","Urban","Low Volume","Sealed","L",0.126,0.199,89,0.04,4102,164,13021.92,7127.54,0,20149.46,410
338,"MONRO STREET (BLENHEIM)","Local Authority","Urban","Unknown","Sealed","L",0.02,0.02,,,,,174374.02,0,0,174374.02,411
339,"MORAN STREET","Local Authority","Urban","Access","Sealed","L",0.3,0.6,235,0.06,25732,1544,10471.51,6973.23,0,17444.74,412
340,"MORRINGTON TERRACE","Local Authority","Urban","Low Volume","Sealed","L",0.311,0.622,130,0.06,14757,885,11270.65,7268.71,0,18539.36,413
341,"MOUNTAIN VIEW ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.241,0.482,94,0.04,8269,331,13386.96,9979.46,0,23366.42,414
342,"MOWAT STREET","Local Authority","Urban","Access","Sealed","L",0.604,1.208,505,0.06,111332,6680,15053.39,8137.64,0,23191.03,415
343,"MUIRBANK CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.081,0.162,41,0.04,1212,48,11549.41,10626.42,0,22175.83,416
344,"MULLER ROAD (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.475,0.95,1086,0.06,188285,11297,27050.51,6375.32,0,33425.83,417
344,"MULLER ROAD (BLENHEIM)","Local Authority","Urban","Secondary Collector","Sealed","L",1.001,2.002,814,0.06,297272,17836,44213.3,18188.59,0,62401.89,418
345,"MURPHYS ROAD","Local Authority","Urban","Primary Collector","Sealed","L",1.126,2.252,2225,0.054,914293,49633,38103,12528.14,0,50631.14,419
346,"NEW RENWICK ROAD","Local Authority","Rural","Primary Collector","Sealed","L",6.776,13.552,1492,0.1,3689484,368948,16214.03,10171.47,5.61,26385.5,420
346,"NEW RENWICK ROAD","Local Authority","Urban","Arterial","Sealed","L",0.818,1.636,3994,0.064,1192362,76029,74359.9,24865.13,22.62,99225.03,421
346,"NEW RENWICK ROAD","Local Authority","Urban","Primary Collector","Sealed","L",0.652,1.304,3011,0.05,716505,35688,12251.35,31536.9,0,43788.25,422
347,"NEWBOURNE CRESCENT","Local Authority","Urban","Access","Sealed","L",0.241,0.482,141,0.06,12403,744,16768.82,11773.87,0,28542.69,423
348,"NICOLL STREET","Local Authority","Urban","Low Volume","Sealed","L",0.088,0.176,36,0.04,1156,46,10261.24,10285.05,0,20546.29,424
349,"NINTH LANE","Local Authority","Urban","Low Volume","Sealed","L",0.051,0.051,11,0.04,205,8,7279.5,588.24,0,7867.74,425
350,"NORTH STREET","Local Authority","Urban","Low Volume","Sealed","L",0.214,0.428,181,0.06,14169,850,16484.87,12438.16,0,28923.03,426
351,"NOSWORTHY STREET","Local Authority","Urban","Access","Sealed","L",0.294,0.588,226,0.06,24252,1455,18817.37,11914.82,0,30732.19,427
352,"OLD RENWICK ROAD","Local Authority","Rural","Primary Collector","Sealed","L",8.002,16.004,2278,0.1,6653931,665393,15063.52,8907.89,1135.98,23971.41,428
352,"OLD RENWICK ROAD","Local Authority","Urban","Primary Collector","Sealed","L",1.916,3.832,2215,0.109,1549382,168596,19541.34,15390.51,142.98,34931.85,429
353,"OPAWA STREET","Local Authority","Urban","Low Volume","Sealed","L",0.19,0.38,80,0.04,5547,222,23384.13,3718.16,0,27102.29,430
353,"OPAWA STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.236,0.472,875,0.06,75396,4524,19765.49,5284.48,0,25049.97,431
355,"OWEN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.119,0.238,58,0.04,2519,101,13112.76,11678.57,0,24791.33,432
356,"PAGE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.248,0.496,170,0.06,15388,923,14443.89,6922.23,0,21366.12,433
357,"PARK TERRACE","Local Authority","Urban","Access","Sealed","L",0.469,0.938,529,0.06,90557,5433,15157.57,3997.73,0,19155.3,434
357,"PARK TERRACE","Local Authority","Urban","Secondary Collector","Sealed","L",0.557,1.114,596,0.06,121087,7265,24235.89,9884.25,0,34120.14,435
358,"PARKER STREET","Local Authority","Urban","Access","Sealed","L",1.099,2.198,1623,0.06,651088,39065,15710.54,10843.23,0,26553.77,436
360,"PATTIE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.062,0.124,36,0.04,815,33,19056.01,10672.03,0,29728.04,437
361,"PENNY STREET","Local Authority","Urban","Access","Sealed","L",0.236,0.472,246,0.06,21190,1271,23476.05,10573.83,0,34049.88,438
362,"PERCY STREET","Local Authority","Urban","Access","Sealed","L",0.915,1.83,397,0.06,132637,7958,24203.53,18236.33,0,42439.86,439
363,"PHILIP PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.077,0.154,36,0.04,1012,40,16860.17,8773.77,0,25633.94,440
364,"PITCHILL STREET","Local Authority","Urban","Access","Sealed","L",0.236,0.472,235,0.06,20243,1215,10357.22,23071.98,0,33429.2,441
364,"PITCHILL STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.345,0.69,518,0.06,65261,3916,14079.63,8943.33,0,23022.96,442
365,"POPE CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.102,0.204,36,0.04,1340,54,19131.01,11616.96,0,30747.97,443
366,"POYNTER STREET","Local Authority","Urban","Access","Sealed","L",0.215,0.43,189,0.06,14832,890,16635.2,7778.28,0,24413.48,444
367,"PURKISS STREET","Local Authority","Urban","Access","Sealed","L",0.623,1.228,288,0.06,65418,3925,10625.12,10134.93,0,20760.05,445
368,"PURSER CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.093,0.186,41,0.04,1392,56,18306.95,12846.6,0,31153.55,446
369,"QUEEN STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.315,0.63,5138,0.056,590745,32888,95399.23,16325.48,84.89,111724.71,447
370,"RACHAEL PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.062,0.124,36,0.04,815,33,23122.56,40494.35,0,63616.91,448
371,"RATA PLACE","Local Authority","Urban","Access","Sealed","L",0.173,0.346,106,0.04,6693,268,19060.75,11497.46,0,30558.21,449
372,"REDWOOD STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.276,0.276,176,0.06,17730,1064,28734.28,5583.12,0,34317.4,450
372,"REDWOOD STREET (BLENHEIM)","Local Authority","Urban","Arterial","Sealed","L",2.26,4.52,6015,0.05,4961816,248091,49972.65,22058.41,351.39,72031.06,451
372,"REDWOOD STREET (BLENHEIM)","Local Authority","Urban","Low Volume","Unsealed","L",0.135,0.135,58,0.04,2858,114,50945.75,5384.35,0,56330.1,452
372,"REDWOOD STREET (BLENHEIM)","Local Authority","Urban","Primary Collector","Sealed","L",0.488,0.976,2465,0.05,439066,21953,67530.03,9357.62,0,76887.65,453
372,"REDWOOD STREET (BLENHEIM)","Local Authority","Urban","Secondary Collector","Sealed","L",0.323,0.646,235,0.06,27705,1662,15712.09,10150.29,0,25862.38,454
373,"REGENT PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.151,0.302,70,0.04,3858,154,15570.05,7656.22,0,23226.27,455
374,"REMA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.033,0.066,12,0.04,145,6,11054.07,13614.55,0,24668.62,456
375,"RICHARDSON AVENUE","Local Authority","Urban","Low Volume","Sealed","L",0.259,0.518,70,0.04,6617,265,9662.57,10888.68,0,20551.25,457
376,"RICHMOND STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.094,0.188,141,0.06,4838,290,16274.17,8537.76,0,24811.93,458
376,"RICHMOND STREET (BLENHEIM)","Local Authority","Urban","Low Volume","Sealed","L",0.187,0.374,112,0.052,7651,395,15672.7,13450.02,588.24,29122.72,459
377,"RILEY CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.198,0.396,70,0.04,5059,202,17659.42,14267.29,0,31926.71,460
378,"ROGERS STREET","Local Authority","Urban","Access","Sealed","L",0.517,1.034,224,0.06,42270,2536,16674.2,8616.96,0,25291.16,461
380,"ROSE STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.313,0.626,70,0.04,7997,320,30812.41,9125.88,0,39938.29,462
381,"ROSENEATH LANE","Local Authority","Urban","Access","Sealed","L",0.298,0.596,91,0.04,9898,396,9763.93,9919.2,0,19683.13,463
382,"ROTHWELL PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.067,0.134,36,0.04,880,35,22978.04,10534.33,0,33512.37,464
383,"RUDD CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.19,0.38,70,0.04,4854,194,13198.2,7072.37,0,20270.57,465
384,"RUSSELL TERRACE","Local Authority","Urban","Access","Sealed","L",0.046,0.092,49,0.04,823,33,22502.93,5336.83,0,27839.76,466
385,"RUTHKEN CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,48,0.04,1857,74,35844.75,11438.77,0,47283.52,467
386,"RYAN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.068,0.136,29,0.04,720,29,19391.06,6797.12,0,26188.18,468
387,"SAFE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.102,0.204,48,0.04,1787,71,31212.6,13889.75,0,45102.35,469
388,"SAUL LANE","Local Authority","Urban","Low Volume","Sealed","L",0.092,0.092,36,0.04,1209,48,12746.27,13309.74,0,26056.01,470
389,"SCHOOL ROAD","Local Authority","Rural","Access","Sealed","L",0.49,0.98,197,0.102,35205,3599,7439.29,15313.27,0,22752.56,471
390,"SCOTSTON GROVE","Local Authority","Urban","Low Volume","Sealed","L",0.173,0.346,70,0.04,4420,177,7505.82,6386.18,0,13892,472
391,"SCOTT STREET NORTH","Local Authority","Urban","Primary Collector","Sealed","L",0.337,0.674,4477,0.05,550693,27535,69723.04,14949.2,0,84672.24,473
392,"SCOTT STREET SOUTH","Local Authority","Urban","Primary Collector","Sealed","L",1.843,3.686,3999,0.051,2690350,137658,34981.4,19360.35,7.05,54341.75,474
392,"SCOTT STREET SOUTH","Local Authority","Urban","Secondary Collector","Sealed","L",0.492,0.984,1070,0.06,192151,11529,27548.61,14682.95,0,42231.56,475
393,"SECOND LANE","Local Authority","Urban","Access","Sealed","L",0.133,0.266,665,0.06,32282,1937,21828.79,1370.35,0,23199.14,476
394,"SELWYN STREET","Local Authority","Urban","Access","Sealed","L",0.3,0.6,141,0.06,15439,926,14823.46,8197.03,0,23020.49,477
395,"SEVENTH LANE","Local Authority","Urban","Access","Sealed","L",0.059,0.118,564,0.06,12146,729,7366.33,1707.15,0,9073.48,478
396,"SEVERNE STREET","Local Authority","Urban","Access","Sealed","L",0.644,1.288,451,0.06,105897,6354,34662.13,10103.83,0,44765.96,479
397,"SEYMOUR STREET","Local Authority","Urban","Access","Sealed","L",0.133,0.133,141,0.03,6845,205,38973.03,47386.41,0,86359.44,480
397,"SEYMOUR STREET","Local Authority","Urban","Arterial","Sealed","L",0.732,1.464,9945,0.05,2657205,132860,61847.97,31819.73,2607.65,93667.7,481
398,"SEYMOUR ST SOUTH BOUND LANE","Local Authority","Urban","Arterial","Sealed","L",0.058,0.058,4700,0.05,99499,4975,34222.89,2078.28,0,36301.17,482
399,"SEYMOUR ST NORTH BOUND LANE","Local Authority","Urban","Primary Collector","Sealed","L",0.08,0.08,4700,0.05,137240,6862,26424.79,3345,0,29769.79,483
400,"SHERWOOD PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.07,0.14,36,0.04,920,37,16551.94,24184.57,0,40736.51,484
401,"SHIRTLIFF STREET","Local Authority","Urban","Access","Sealed","L",0.155,0.31,141,0.06,7977,479,12986.01,12031.01,0,25017.02,485
401,"SHIRTLIFF STREET","Local Authority","Urban","Low Volume","Sealed","L",0.225,0.45,70,0.04,5749,230,11691.73,6590.62,0,18282.35,486
402,"SIXTH LANE","Local Authority","Urban","Low Volume","Sealed","L",0.03,0.03,12,0.04,131,5,13482.37,433.33,0,13915.7,487
403,"SMITH AVENUE","Local Authority","Urban","Low Volume","Sealed","L",0.087,0.174,29,0.04,921,37,12578.53,48916.4,0,61494.93,488
404,"SNOWDEN CRESCENT","Local Authority","Urban","Access","Sealed","L",0.275,0.55,130,0.06,13049,783,18072.05,8956.97,0,27029.02,489
405,"SOLWAY DRIVE","Local Authority","Urban","Access","Sealed","L",0.373,0.746,226,0.06,30769,1846,138305.98,8032.2,0,146338.18,490
406,"SOPER LANE","Local Authority","Urban","Low Volume","Sealed","L",0.083,0.166,24,0.04,727,29,15590.74,14884.2,0,30474.94,491
407,"SOUTH STREET","Local Authority","Urban","Access","Sealed","L",0.487,0.974,1089,0.06,193575,11615,14304.56,5448.44,0,19753,492
407,"SOUTH STREET","Local Authority","Urban","Low Volume","Sealed","L",0.059,0.118,176,0.06,3790,227,21679.36,2501.51,0,24180.87,493
408,"STEPHENSON STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.474,0.948,3388,0.05,586101,29305,56780.76,17779.49,0,74560.25,494
408,"STEPHENSON STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.769,1.538,1506,0.06,422802,25368,16018.92,8510.24,32.51,24529.16,495
409,"STRATFORD STREET","Local Authority","Urban","Access","Sealed","L",0.359,0.718,235,0.06,30793,1848,14551.27,8695.18,0,23246.45,496
410,"STUART STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.68,1.36,1572,0.06,390171,23410,44450.87,14606.09,73.53,59056.96,497
411,"SUTHERLAND TERRACE","Local Authority","Urban","Access","Sealed","L",0.165,0.33,762,0.06,45891,2753,66994.66,16137.83,0,83132.49,498
411,"SUTHERLAND TERRACE","Local Authority","Urban","Low Volume","Sealed","L",0.159,0.318,176,0.06,10214,613,16532.21,17276.01,0,33808.22,499
412,"TAYLOR CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.082,0.164,41,0.04,1227,49,16439.32,6992.93,0,23432.25,500
413,"TAYLOR PASS ROAD","Local Authority","Rural","Access","Sealed","L",6.195,12.39,197,0.105,446213,46709,15153.17,11661.44,90.66,26814.61,501
413,"TAYLOR PASS ROAD","Local Authority","Rural","Access","Unsealed","L",11.265,22.53,89,0.11,366518,40317,1965.43,7617.31,23.05,9582.74,502
413,"TAYLOR PASS ROAD","Local Authority","Rural","Primary Collector","Sealed","L",0.178,0.356,1524,0.1,99014,9901,59765.66,50036.98,0.53,109802.64,503
413,"TAYLOR PASS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",3.46,6.92,926,0.1,1169445,116945,16661.31,8112.66,3.42,24773.97,504
413,"TAYLOR PASS ROAD","Local Authority","Urban","Primary Collector","Sealed","L",0.73,1.46,4142,0.051,1103706,56260,31242.11,33408.14,25.38,64650.25,505
414,"TENTH LANE","Local Authority","Urban","Access","Sealed","L",0.078,0.078,170,0.06,4840,290,5042.8,4848.46,0,9891.26,506
414,"TENTH LANE","Local Authority","Urban","Secondary Collector","Sealed","L",0.043,0.086,170,0.06,2668,160,5493.63,2455.37,0,7949,507
415,"THIRD LANE","Local Authority","Urban","Low Volume","Sealed","L",0.069,0.069,45,0.04,1133,45,5383.31,4782.64,0,10165.95,508
416,"TOTARA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.108,0.216,58,0.04,2286,91,12141.02,7912.6,0,20053.62,509
417,"TREVOR CRESCENT","Local Authority","Urban","Access","Sealed","L",0.069,0.138,226,0.06,5692,342,17522.41,4035.31,0,21557.72,510
418,"TURNER PLACE","Local Authority","Urban","Access","Sealed","L",0.1,0.2,326,0.06,11899,714,18352.11,12009.44,0,30361.55,511
419,"TAYLOR CRESCENT WEST","Local Authority","Urban","Low Volume","Sealed","L",0.034,0.068,27,0.04,335,13,25727.55,46258.24,0,71985.79,512
420,"WADSWORTH CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.124,0.248,58,0.04,2625,105,13825.07,14560,0,28385.07,513
421,"WAIKURA STREET","Local Authority","Urban","Low Volume","Sealed","L",0.119,0.238,48,0.04,2085,83,27557.11,10365.29,0,37922.4,514
